Data,,,,,,,,,,,,,
Time,Conductivity,Temperature,Pressure,Temperature,Dissolved O2 concentration,PAR,Sea pressure,Depth,Salinity,Speed of sound,Specific conductivity,Dissolved O2 saturation,Density anomaly
2025-03-24 14:24:48.000,0.0012,21.5785,10.1029,21.8302,246.7459,0.0046,-0.0296,-0.0294,0.0106,1487.1147,1.2655,89.6619,
2025-03-24 14:24:49.000,0.001,21.5781,10.1027,21.8312,246.585,0.001,-0.0297,-0.0295,0.0106,1487.1137,1.064,89.6029,
2025-03-24 14:24:51.000,0.0012,21.5785,10.1028,21.8313,247.4657,0.0031,-0.0297,-0.0295,0.0106,1487.1148,1.2856,89.9235,
2025-03-24 14:24:52.000,0.0012,21.5783,10.1028,21.8316,246.3592,0.0025,-0.0297,-0.0295,0.0106,1487.1141,1.2458,89.5211,
2025-03-24 14:24:54.000,0.001,21.5784,10.1028,21.8327,246.6551,0.0019,-0.0297,-0.0294,0.0106,1487.1147,1.0446,89.6289,
2025-03-24 14:24:56.000,0.0013,21.5793,10.1027,21.8321,246.6702,0.001,-0.0297,-0.0295,0.0106,1487.1171,1.3454,89.6359,
2025-03-24 14:24:57.000,0.0011,21.5798,10.1027,21.8328,246.7835,0.0061,-0.0297,-0.0295,0.0106,1487.1185,1.2049,89.6779,
2025-03-24 14:24:59.000,0.0011,21.5795,10.1029,21.8334,247.0233,0.0046,-0.0296,-0.0293,0.0106,1487.1179,1.1844,89.7646,
2025-03-24 14:25:00.000,0.0011,21.5788,10.103,21.8341,246.565,0.0031,-0.0294,-0.0292,0.0106,1487.1157,1.1443,89.5968,
2025-03-24 14:25:02.000,0.0012,21.5795,10.1028,21.8337,246.6844,0.004,-0.0297,-0.0294,0.0106,1487.1179,1.2848,89.6415,
2025-03-24 14:25:04.000,0.0008,21.5797,10.1027,21.8332,247.338,0.0031,-0.0297,-0.0295,0.0106,1487.1185,0.8632,89.8793,
2025-03-24 14:25:05.000,0.0011,21.5794,10.1029,21.8341,247.0929,0.0025,-0.0296,-0.0294,0.0106,1487.1175,1.2049,89.7897,
2025-03-24 14:25:07.000,0.0011,21.5789,10.1027,21.834,246.7962,0.0031,-0.0297,-0.0295,0.0106,1487.116,1.1253,89.681,
2025-03-24 14:25:08.000,0.0012,21.579,10.1027,21.8354,246.3853,0.0019,-0.0298,-0.0295,0.0106,1487.1162,1.3247,89.5318,
2025-03-24 14:25:10.000,0.0009,21.5803,10.1027,21.8346,246.4799,0.004,-0.0297,-0.0295,0.0106,1487.1202,1.0027,89.5685,
2025-03-24 14:25:12.000,0.0011,21.5799,10.1026,21.8358,246.7674,0.0031,-0.0298,-0.0296,0.0106,1487.1187,1.2042,89.6722,
2025-03-24 14:25:13.000,0.0012,21.5796,10.1028,21.8351,247.1134,0.0004,-0.0296,-0.0294,0.0106,1487.1182,1.2443,89.7975,
2025-03-24 14:25:15.000,0.0012,21.5795,10.1026,21.8362,246.5413,0.0025,-0.0298,-0.0296,0.0106,1487.1179,1.3042,89.5895,
2025-03-24 14:25:16.000,0.0011,21.5802,10.1026,21.8355,246.6724,0.0055,-0.0298,-0.0296,0.0106,1487.1198,1.1446,89.6382,
2025-03-24 14:25:18.000,0.0012,21.5803,10.1027,21.8357,246.7679,0.004,-0.0298,-0.0295,0.0106,1487.1202,1.264,89.6731,
2025-03-24 14:25:20.000,0.0011,21.5797,10.1028,21.8358,246.4421,0.0019,-0.0297,-0.0294,0.0106,1487.1183,1.1238,89.5536,
2025-03-24 14:25:21.000,0.0011,21.5796,10.1027,21.8366,247.3172,0.0046,-0.0297,-0.0295,0.0106,1487.1182,1.1834,89.8715,
2025-03-24 14:25:23.000,0.0011,21.5803,10.1029,21.8363,246.9124,0.0025,-0.0296,-0.0293,0.0106,1487.1202,1.2235,89.7257,
2025-03-24 14:25:24.000,0.0011,21.5805,10.1026,21.8375,247.1524,0.0031,-0.0299,-0.0296,0.0106,1487.1209,1.1834,89.8132,
2025-03-24 14:25:26.000,0.0013,21.5801,10.1027,21.837,246.9534,0.001,-0.0298,-0.0295,0.0106,1487.1194,1.3447,89.7402,
2025-03-24 14:25:27.000,0.0012,21.5805,10.1025,21.8379,246.8221,0.0025,-0.03,-0.0297,0.0106,1487.1207,1.2436,89.6932,
2025-03-24 14:25:29.000,0.0013,21.5814,10.1029,21.8372,246.8712,0.0004,-0.0296,-0.0294,0.0106,1487.1235,1.3637,89.7126,
2025-03-24 14:25:31.000,0.0011,21.5812,10.1028,21.8371,246.8277,0.0019,-0.0296,-0.0294,0.0106,1487.1226,1.2242,89.6964,
2025-03-24 14:25:32.000,0.0009,21.5804,10.1028,21.8386,246.7938,0.0004,-0.0297,-0.0294,0.0106,1487.1205,1.003,89.6828,
2025-03-24 14:25:34.000,0.001,21.581,10.1029,21.8382,246.7366,0.0025,-0.0296,-0.0293,0.0106,1487.1221,1.0435,89.663,
2025-03-24 14:25:35.000,0.001,21.5815,10.1028,21.8381,246.561,0.004,-0.0297,-0.0294,0.0106,1487.1238,1.0428,89.6001,
2025-03-24 14:25:37.000,0.0008,21.5809,10.1029,21.8383,247.3902,0.004,-0.0296,-0.0293,0.0106,1487.1217,0.9023,89.9002,
2025-03-24 14:25:39.000,0.001,21.5817,10.1029,21.8398,246.6063,0.0031,-0.0296,-0.0293,0.0106,1487.1242,1.1034,89.6168,
2025-03-24 14:25:40.000,0.0011,21.5819,10.103,21.8393,247.6429,0.0061,-0.0295,-0.0292,0.0106,1487.1248,1.1826,89.9939,
2025-03-24 14:25:42.000,0.001,21.5814,10.103,21.8393,247.067,0.0067,-0.0295,-0.0292,0.0106,1487.1234,1.103,89.7837,
2025-03-24 14:25:43.000,0.0011,21.5816,10.1028,21.8391,246.6817,0.004,-0.0297,-0.0295,0.0106,1487.1238,1.2231,89.644,
2025-03-24 14:25:45.000,0.001,21.5823,10.1031,21.8393,246.4509,0.0019,-0.0294,-0.0291,0.0106,1487.1261,1.1034,89.5614,
2025-03-24 14:25:47.000,0.0009,21.582,10.1027,21.8397,247.0977,-0.0011,-0.0297,-0.0295,0.0106,1487.1251,1.003,89.7959,
2025-03-24 14:25:48.000,0.0012,21.5817,10.1027,21.8405,246.7479,0.0061,-0.0297,-0.0295,0.0106,1487.1243,1.2827,89.6684,
2025-03-24 14:25:50.000,0.0013,21.5829,10.1028,21.8405,246.5379,0.0031,-0.0297,-0.0294,0.0106,1487.1276,1.3626,89.594,
2025-03-24 14:25:51.000,0.0011,21.5824,10.103,21.841,247.0855,0.001,-0.0295,-0.0292,0.0106,1487.1264,1.1826,89.7922,
2025-03-24 14:25:53.000,0.0011,21.5822,10.1031,21.8418,246.745,0.0019,-0.0294,-0.0291,0.0106,1487.1258,1.1428,89.6682,
2025-03-24 14:25:55.000,0.0011,21.5827,10.1029,21.8417,247.0177,0.004,-0.0295,-0.0293,0.0106,1487.1273,1.1629,89.7681,
2025-03-24 14:25:56.000,0.0013,21.583,10.103,21.8418,247.2213,0.0046,-0.0295,-0.0292,0.0106,1487.128,1.444,89.8425,
2025-03-24 14:25:58.000,0.0011,21.5819,10.1027,21.8421,246.2366,0.0031,-0.0297,-0.0295,0.0106,1487.1247,1.1823,89.4828,
2025-03-24 14:25:59.000,0.0011,21.583,10.1028,21.8425,246.3888,0.004,-0.0297,-0.0294,0.0106,1487.128,1.183,89.54,
2025-03-24 14:26:01.000,0.001,21.5832,10.1029,21.8425,246.6392,-0.0026,-0.0296,-0.0293,0.0106,1487.1288,1.0417,89.6315,
2025-03-24 14:26:03.000,0.0011,21.5838,10.1028,21.8428,246.9693,0.001,-0.0297,-0.0294,0.0106,1487.1303,1.203,89.7524,
2025-03-24 14:26:04.000,0.0012,21.5838,10.1028,21.8433,247.2801,0.004,-0.0296,-0.0294,0.0106,1487.1306,1.2428,89.8654,
2025-03-24 14:26:06.000,0.0012,21.5837,10.1029,21.8437,246.8443,0.0019,-0.0296,-0.0294,0.0106,1487.1302,1.2826,89.7069,
2025-03-24 14:26:07.000,0.001,21.585,10.1027,21.844,246.5505,0.0019,-0.0297,-0.0295,0.0106,1487.1342,1.0621,89.6023,
2025-03-24 14:26:09.000,0.0012,21.5847,10.1028,21.8435,247.4971,0.0046,-0.0297,-0.0294,0.0106,1487.133,1.2431,89.9458,
2025-03-24 14:26:11.000,0.0012,21.5846,10.1027,21.8444,246.5916,0.0025,-0.0297,-0.0295,0.0106,1487.1329,1.3023,89.6166,
2025-03-24 14:26:12.000,0.0012,21.5845,10.1027,21.844,246.7515,0.0031,-0.0297,-0.0295,0.0106,1487.1324,1.2428,89.6744,
2025-03-24 14:26:14.000,0.001,21.5844,10.1027,21.8443,246.9239,0.0061,-0.0297,-0.0295,0.0106,1487.132,1.0822,89.7369,
2025-03-24 14:26:15.000,0.0011,21.5852,10.1029,21.8445,246.7765,0.0055,-0.0296,-0.0293,0.0106,1487.1343,1.1618,89.6847,
2025-03-24 14:26:17.000,0.0013,21.5847,10.1029,21.8454,247.1187,0.0031,-0.0295,-0.0293,0.0106,1487.133,1.3425,89.8082,
2025-03-24 14:26:19.000,0.0011,21.5849,10.103,21.8452,246.7432,0.0031,-0.0295,-0.0293,0.0106,1487.1337,1.1822,89.6721,
2025-03-24 14:26:20.000,0.001,21.5855,10.1028,21.845,246.5314,0.0055,-0.0297,-0.0295,0.0106,1487.1353,1.0811,89.5961,
2025-03-24 14:26:22.000,0.0012,21.586,10.1031,21.8457,246.7782,0.001,-0.0294,-0.0291,0.0106,1487.137,1.2424,89.6868,
2025-03-24 14:26:23.000,0.0011,21.5856,10.103,21.8464,247.557,0.0061,-0.0295,-0.0293,0.0106,1487.1357,1.1614,89.9691,
2025-03-24 14:26:25.000,0.0013,21.586,10.1028,21.8461,246.6383,0.004,-0.0296,-0.0294,0.0106,1487.1369,1.3421,89.6359,
2025-03-24 14:26:27.000,0.001,21.5861,10.1028,21.8462,246.4073,0.0061,-0.0296,-0.0294,0.0106,1487.1372,1.0614,89.5523,
2025-03-24 14:26:28.000,0.0011,21.5858,10.103,21.8472,247.0533,0.004,-0.0295,-0.0292,0.0106,1487.1365,1.1413,89.7865,
2025-03-24 14:26:30.000,0.0012,21.5856,10.103,21.8464,246.4232,0.0019,-0.0295,-0.0292,0.0106,1487.1357,1.2417,89.5571,
2025-03-24 14:26:31.000,0.001,21.5861,10.1029,21.8468,246.7872,0.0025,-0.0296,-0.0293,0.0106,1487.137,1.0409,89.6902,
2025-03-24 14:26:33.000,0.0011,21.5867,10.1027,21.8479,246.9085,0.0055,-0.0298,-0.0296,0.0106,1487.1392,1.2012,89.7355,
2025-03-24 14:26:35.000,0.0011,21.5864,10.103,21.8472,246.3044,0.004,-0.0294,-0.0292,0.0106,1487.1381,1.2019,89.5153,
2025-03-24 14:26:36.000,0.0011,21.5869,10.1028,21.8472,246.9119,0.0046,-0.0296,-0.0294,0.0106,1487.1395,1.1811,89.737,
2025-03-24 14:26:38.000,0.001,21.5873,10.1028,21.8491,246.6519,0.0025,-0.0297,-0.0294,0.0106,1487.1407,1.0613,89.6432,
2025-03-24 14:26:39.000,0.0012,21.5872,10.1028,21.8489,247.0809,0.001,-0.0297,-0.0294,0.0106,1487.1404,1.3016,89.7989,
2025-03-24 14:26:41.000,0.0012,21.5873,10.103,21.849,246.5628,0.004,-0.0294,-0.0292,0.0106,1487.1408,1.2417,89.6109,
2025-03-24 14:26:43.000,0.0009,21.5873,10.1028,21.8491,247.1727,0.0025,-0.0297,-0.0295,0.0106,1487.1408,1.0008,89.8325,
2025-03-24 14:26:44.000,0.001,21.5878,10.1031,21.8501,246.8687,0.0031,-0.0294,-0.0292,0.0106,1487.1421,1.0603,89.7227,
2025-03-24 14:26:46.000,0.001,21.5879,10.1031,21.8499,246.7186,0.0025,-0.0294,-0.0292,0.0106,1487.1424,1.0807,89.6684,
2025-03-24 14:26:47.000,0.0013,21.5877,10.1028,21.8499,246.6619,0.0025,-0.0296,-0.0294,0.0106,1487.1418,1.4213,89.6475,
2025-03-24 14:26:49.000,0.0011,21.5887,10.103,21.8506,245.8945,0.0061,-0.0295,-0.0292,0.0106,1487.1449,1.2008,89.3704,
2025-03-24 14:26:51.000,0.0012,21.5889,10.1028,21.8514,246.5531,0.0061,-0.0297,-0.0294,0.0106,1487.1453,1.2416,89.61,
2025-03-24 14:26:52.000,0.0011,21.5892,10.1029,21.8509,246.868,0.0019,-0.0296,-0.0293,0.0106,1487.1462,1.2008,89.725,
2025-03-24 14:26:54.000,0.001,21.5886,10.1028,21.8516,247.1739,0.0025,-0.0296,-0.0294,0.0106,1487.1447,1.0409,89.8352,
2025-03-24 14:26:55.000,0.0012,21.5892,10.1028,21.8506,246.6651,0.0019,-0.0296,-0.0294,0.0106,1487.1462,1.3015,89.6513,
2025-03-24 14:26:57.000,0.0013,21.5896,10.1029,21.8517,246.639,0.0055,-0.0296,-0.0293,0.0106,1487.1473,1.3811,89.6424,
2025-03-24 14:26:59.000,0.001,21.589,10.103,21.8519,246.7159,0.0055,-0.0295,-0.0292,0.0106,1487.1456,1.1198,89.6693,
2025-03-24 14:27:00.000,0.0012,21.5892,10.103,21.8517,246.8638,0.0031,-0.0294,-0.0292,0.0106,1487.1462,1.2603,89.7234,
2025-03-24 14:27:02.000,0.001,21.589,10.103,21.8515,247.0438,0.0046,-0.0295,-0.0293,0.0106,1487.1457,1.1205,89.7886,
2025-03-24 14:27:03.000,0.001,21.5887,10.1031,21.8526,246.5811,0.0061,-0.0294,-0.0292,0.0106,1487.1449,1.1201,89.6199,
2025-03-24 14:27:05.000,0.0012,21.5894,10.1029,21.8525,247.1239,0.004,-0.0295,-0.0293,0.0106,1487.1468,1.3008,89.8183,
2025-03-24 14:27:07.000,0.0011,21.5898,10.1031,21.8521,246.9681,0.0019,-0.0294,-0.0291,0.0106,1487.148,1.1599,89.7624,
2025-03-24 14:27:08.000,0.0011,21.5895,10.103,21.8534,246.4774,0.001,-0.0294,-0.0292,0.0106,1487.1473,1.1592,89.5836,
2025-03-24 14:27:10.000,0.001,21.5894,10.1031,21.8525,245.7477,0.0031,-0.0294,-0.0291,0.0106,1487.1468,1.0997,89.3181,
2025-03-24 14:27:11.000,0.0011,21.5901,10.1031,21.8537,246.4691,0.0046,-0.0294,-0.0291,0.0106,1487.149,1.1603,89.5817,
2025-03-24 14:27:13.000,0.0011,21.5904,10.1029,21.8539,247.0062,0.0076,-0.0295,-0.0293,0.0106,1487.1498,1.1599,89.7773,
2025-03-24 14:27:15.000,0.001,21.5905,10.1027,21.8531,246.4147,-0.0005,-0.0297,-0.0295,0.0106,1487.1502,1.0792,89.5626,
2025-03-24 14:27:16.000,0.001,21.5911,10.1031,21.8533,246.9871,-0.0011,-0.0294,-0.0291,0.0106,1487.152,1.1197,89.7716,
2025-03-24 14:27:18.000,0.001,21.591,10.103,21.8534,246.9478,0.0025,-0.0295,-0.0292,0.0106,1487.1516,1.099,89.7571,
2025-03-24 14:27:19.000,0.0012,21.5906,10.1032,21.8541,246.7603,0.004,-0.0293,-0.029,0.0106,1487.1503,1.2599,89.6883,
2025-03-24 14:27:21.000,0.0012,21.5916,10.1031,21.8548,246.9266,0.0055,-0.0294,-0.0291,0.0106,1487.1534,1.28,89.7505,
2025-03-24 14:27:23.000,0.0011,21.5908,10.1029,21.8543,247.1912,0.0031,-0.0296,-0.0293,0.0106,1487.1509,1.1993,89.8452,
2025-03-24 14:27:24.000,0.0011,21.5907,10.1029,21.8554,247.5362,0.0025,-0.0295,-0.0293,0.0106,1487.1508,1.1595,89.9706,
2025-03-24 14:27:26.000,0.0012,21.591,10.1031,21.8545,247.1683,0.0031,-0.0294,-0.0291,0.0106,1487.1516,1.2796,89.8373,
2025-03-24 14:27:27.000,0.0011,21.5914,10.103,21.8552,246.9273,-0.0005,-0.0295,-0.0293,0.0106,1487.1527,1.1803,89.7504,
2025-03-24 14:27:29.000,0.0011,21.5912,10.1031,21.8551,246.7752,0.0046,-0.0294,-0.0292,0.0106,1487.1521,1.1796,89.6947,
2025-03-24 14:27:31.000,0.001,21.5915,10.1029,21.8559,246.4579,0.004,-0.0296,-0.0293,0.0106,1487.153,1.0387,89.58,
2025-03-24 14:27:32.000,0.0012,21.5921,10.1029,21.8563,246.8534,-0.0011,-0.0296,-0.0293,0.0106,1487.1548,1.2592,89.7247,
2025-03-24 14:27:34.000,0.0009,21.5916,10.1031,21.8563,247.1336,0.001,-0.0294,-0.0291,0.0106,1487.1534,0.9993,89.8257,
2025-03-24 14:27:35.000,0.001,21.5927,10.1032,21.8568,247.013,0.0031,-0.0293,-0.029,0.0106,1487.1564,1.1193,89.7838,
2025-03-24 14:27:37.000,0.001,21.5927,10.1029,21.8568,246.67,0.001,-0.0295,-0.0293,0.0106,1487.1566,1.0986,89.6592,
2025-03-24 14:27:39.000,0.0011,21.5925,10.103,21.8572,246.0119,0.0031,-0.0295,-0.0292,0.0106,1487.1561,1.219,89.4197,
2025-03-24 14:27:40.000,0.0012,21.5922,10.1029,21.8567,247.0894,0.001,-0.0295,-0.0293,0.0106,1487.1553,1.2592,89.8108,
2025-03-24 14:27:42.000,0.001,21.5932,10.1029,21.8578,247.2891,0.0019,-0.0296,-0.0293,0.0106,1487.158,1.0785,89.885,
2025-03-24 14:27:43.000,0.001,21.5937,10.1027,21.8578,247.4622,0.001,-0.0297,-0.0295,0.0106,1487.1595,1.0781,89.9488,
2025-03-24 14:27:45.000,0.0011,21.5959,10.1032,21.8585,247.3497,0.0061,-0.0292,-0.029,0.0106,1487.1659,1.1798,89.9117,
2025-03-24 14:27:47.000,0.0011,21.5928,10.103,21.8587,247.2655,0.0025,-0.0294,-0.0292,0.0106,1487.1568,1.1591,89.8757,
2025-03-24 14:27:48.000,0.001,21.5936,10.103,21.8578,246.1789,0.0025,-0.0294,-0.0292,0.0106,1487.1591,1.1179,89.4821,
2025-03-24 14:27:50.000,0.0011,21.594,10.103,21.8579,247.2447,0.0046,-0.0295,-0.0293,0.0106,1487.1604,1.1785,89.8703,
2025-03-24 14:27:51.000,0.001,21.594,10.1029,21.8584,246.7574,0.0025,-0.0295,-0.0293,0.0106,1487.1605,1.0785,89.6933,
2025-03-24 14:27:53.000,0.001,21.5934,10.1029,21.8586,247.3192,0.0025,-0.0295,-0.0293,0.0106,1487.1585,1.1179,89.8963,
2025-03-24 14:27:55.000,0.0011,21.5937,10.103,21.8587,245.6572,0.0025,-0.0295,-0.0292,0.0106,1487.1595,1.1785,89.2927,
2025-03-24 14:27:56.000,0.0011,21.5946,10.1031,21.8591,246.1049,0.0055,-0.0293,-0.0291,0.0106,1487.1622,1.1785,89.457,
2025-03-24 14:27:58.000,0.001,21.5944,10.103,21.8599,246.4227,0.0031,-0.0295,-0.0292,0.0106,1487.1617,1.0778,89.5723,
2025-03-24 14:27:59.000,0.0009,21.5939,10.103,21.8601,246.9713,0.0031,-0.0294,-0.0292,0.0106,1487.1601,0.9982,89.7708,
2025-03-24 14:28:01.000,0.0013,21.5937,10.1033,21.8606,246.9747,0.0031,-0.0291,-0.0289,0.0106,1487.1595,1.3792,89.7716,
2025-03-24 14:28:03.000,0.0011,21.5945,10.103,21.86,246.6121,0.0046,-0.0294,-0.0292,0.0106,1487.1618,1.1581,89.6413,
2025-03-24 14:28:04.000,0.001,21.5949,10.1028,21.8613,246.6676,0.0019,-0.0296,-0.0294,0.0106,1487.1631,1.0778,89.6621,
2025-03-24 14:28:06.000,0.0011,21.595,10.1031,21.8608,246.544,-0.0032,-0.0293,-0.0291,0.0106,1487.1632,1.1584,89.6173,
2025-03-24 14:28:07.000,0.0012,21.5951,10.1031,21.8606,246.8155,0.0019,-0.0293,-0.0291,0.0106,1487.1637,1.3183,89.7163,
2025-03-24 14:28:09.000,0.0011,21.5951,10.1026,21.8622,246.9498,0.001,-0.0298,-0.0296,0.0106,1487.1635,1.2186,89.765,
2025-03-24 14:28:11.000,0.0011,21.5944,10.1032,21.8617,246.9178,0.0031,-0.0293,-0.029,0.0106,1487.1616,1.2183,89.7522,
2025-03-24 14:28:12.000,0.001,21.5949,10.103,21.8627,246.5258,0.0019,-0.0295,-0.0292,0.0106,1487.163,1.0175,89.6105,
2025-03-24 14:28:14.000,0.0011,21.5958,10.1029,21.8624,246.7149,0.0025,-0.0296,-0.0293,0.0106,1487.1657,1.158,89.6809,
2025-03-24 14:28:15.000,0.0013,21.5955,10.1031,21.8621,247.5813,0.0067,-0.0294,-0.0291,0.0106,1487.1649,1.3588,89.9954,
2025-03-24 14:28:17.000,0.0009,21.5952,10.103,21.8623,246.9705,-0.0017,-0.0295,-0.0292,0.0106,1487.164,0.9974,89.7728,
2025-03-24 14:28:19.000,0.001,21.5958,10.1031,21.863,246.1257,0.0055,-0.0294,-0.0291,0.0106,1487.1658,1.1172,89.4667,
2025-03-24 14:28:20.000,0.0011,21.5952,10.1029,21.8638,246.535,0.0031,-0.0296,-0.0293,0.0106,1487.164,1.1577,89.6145,
2025-03-24 14:28:22.000,0.0012,21.5952,10.1032,21.863,247.0994,0.001,-0.0292,-0.029,0.0106,1487.1639,1.2785,89.8196,
2025-03-24 14:28:23.000,0.0011,21.5958,10.1028,21.8633,246.5326,0.0046,-0.0296,-0.0294,0.0106,1487.1659,1.1777,89.6147,
2025-03-24 14:28:25.000,0.0011,21.5963,10.103,21.8644,246.8048,0.004,-0.0294,-0.0292,0.0106,1487.1671,1.1777,89.7144,
2025-03-24 14:28:27.000,0.0011,21.5958,10.103,21.8638,247.233,0.0025,-0.0294,-0.0292,0.0106,1487.1659,1.1975,89.8693,
2025-03-24 14:28:28.000,0.001,21.596,10.1028,21.8648,246.4185,0.004,-0.0296,-0.0294,0.0106,1487.1663,1.0774,89.5735,
2025-03-24 14:28:30.000,0.0011,21.5965,10.103,21.8649,246.4954,0.0031,-0.0294,-0.0292,0.0106,1487.1676,1.1573,89.6022,
2025-03-24 14:28:31.000,0.0011,21.5954,10.103,21.8649,246.6373,0.0004,-0.0294,-0.0292,0.0106,1487.1645,1.1778,89.6519,
2025-03-24 14:28:33.000,0.0011,21.5961,10.1032,21.8658,247.6016,-0.0005,-0.0292,-0.029,0.0106,1487.1664,1.2179,90.0036,
2025-03-24 14:28:35.000,0.0011,21.5966,10.103,21.8651,246.9608,0.0031,-0.0295,-0.0292,0.0106,1487.1682,1.1978,89.7717,
2025-03-24 14:28:36.000,0.001,21.5963,10.1029,21.8658,247.0311,0.0046,-0.0295,-0.0293,0.0106,1487.1673,1.1175,89.7967,
2025-03-24 14:28:38.000,0.0011,21.5959,10.1031,21.8654,246.6605,0.0055,-0.0293,-0.0291,0.0106,1487.1659,1.157,89.6613,
2025-03-24 14:28:39.000,0.0013,21.596,10.1031,21.8661,246.3638,0.0055,-0.0293,-0.0291,0.0106,1487.1663,1.3584,89.5536,
2025-03-24 14:28:41.000,0.001,21.5961,10.1031,21.8662,247.2616,0.0046,-0.0294,-0.0291,0.0106,1487.1665,1.1175,89.8801,
2025-03-24 14:28:43.000,0.0011,21.596,10.103,21.8659,247.4298,0.004,-0.0295,-0.0292,0.0106,1487.1663,1.157,89.9411,
2025-03-24 14:28:44.000,0.0011,21.5961,10.1029,21.8663,246.6705,0.0055,-0.0295,-0.0293,0.0106,1487.1665,1.1372,89.6652,
2025-03-24 14:28:46.000,0.0011,21.5968,10.1031,21.8662,246.3524,0.001,-0.0293,-0.0291,0.0106,1487.1686,1.1569,89.5508,
2025-03-24 14:28:47.000,0.0012,21.5967,10.103,21.8671,246.4906,0.0025,-0.0295,-0.0293,0.0106,1487.1683,1.2975,89.6009,
2025-03-24 14:28:49.000,0.0009,21.5972,10.1029,21.8678,246.722,0.0046,-0.0295,-0.0293,0.0106,1487.1696,0.9763,89.6858,
2025-03-24 14:28:51.000,0.0011,21.5969,10.1031,21.8678,246.9864,0.0055,-0.0294,-0.0292,0.0106,1487.1689,1.177,89.7814,
2025-03-24 14:28:52.000,0.001,21.5963,10.1031,21.8671,247.2437,0.0019,-0.0293,-0.0291,0.0106,1487.1671,1.0967,89.8739,
2025-03-24 14:28:54.000,0.0013,21.5965,10.1029,21.8677,246.7037,0.004,-0.0296,-0.0293,0.0106,1487.1678,1.3376,89.6781,
2025-03-24 14:28:55.000,0.0012,21.5972,10.1031,21.8676,246.5255,0.004,-0.0294,-0.0292,0.0106,1487.1696,1.2978,89.6144,
2025-03-24 14:28:57.000,0.001,21.5971,10.1032,21.8678,246.8458,0.004,-0.0293,-0.0291,0.0106,1487.1695,1.096,89.7307,
2025-03-24 14:28:59.000,0.0014,21.597,10.1029,21.868,247.0526,0.0031,-0.0295,-0.0293,0.0106,1487.1692,1.4781,89.8057,
2025-03-24 14:29:00.000,0.0011,21.597,10.1032,21.8683,246.213,-0.0011,-0.0292,-0.029,0.0106,1487.1692,1.2172,89.5006,
2025-03-24 14:29:02.000,0.0011,21.5964,10.1029,21.8686,246.4454,0.0025,-0.0295,-0.0293,0.0106,1487.1674,1.1964,89.584,
2025-03-24 14:29:03.000,0.0011,21.5971,10.1027,21.8696,246.3782,0.004,-0.0297,-0.0295,0.0106,1487.1696,1.1781,89.5608,
2025-03-24 14:29:05.000,0.0009,21.5973,10.1031,21.8686,246.628,0.0046,-0.0294,-0.0291,0.0106,1487.1701,1.0157,89.6519,
2025-03-24 14:29:07.000,0.001,21.5971,10.1032,21.8697,246.5316,0.0025,-0.0293,-0.029,0.0106,1487.1696,1.0964,89.6165,
2025-03-24 14:29:08.000,0.0011,21.5965,10.1029,21.8687,246.8797,0.001,-0.0296,-0.0293,0.0106,1487.1677,1.1369,89.742,
2025-03-24 14:29:10.000,0.0012,21.5974,10.1029,21.8693,246.0742,0.004,-0.0295,-0.0293,0.0106,1487.1703,1.3165,89.4507,
2025-03-24 14:29:11.000,0.0011,21.5969,10.1028,21.869,246.6344,0.0046,-0.0297,-0.0294,0.0106,1487.1689,1.1566,89.6535,
2025-03-24 14:29:13.000,0.0009,21.5969,10.1032,21.8705,247.0208,-0.0026,-0.0293,-0.029,0.0106,1487.169,0.9562,89.7941,
2025-03-24 14:29:15.000,0.0012,21.5978,10.1031,21.8703,246.847,0.0025,-0.0293,-0.0291,0.0106,1487.1714,1.3362,89.7323,
2025-03-24 14:29:16.000,0.0012,21.5979,10.1031,21.8709,246.2306,0.0004,-0.0293,-0.0291,0.0106,1487.1719,1.2365,89.5086,
2025-03-24 14:29:18.000,0.0011,21.5972,10.1031,21.8711,246.6114,0.0031,-0.0294,-0.0291,0.0106,1487.1699,1.1369,89.6457,
2025-03-24 14:29:19.000,0.0011,21.5974,10.103,21.8712,246.6805,0.0025,-0.0295,-0.0292,0.0106,1487.1705,1.1362,89.6712,
2025-03-24 14:29:21.000,0.001,21.5971,10.103,21.8703,246.5553,0.0019,-0.0294,-0.0292,0.0106,1487.1695,1.0957,89.6251,
2025-03-24 14:29:23.000,0.001,21.5973,10.103,21.872,246.6178,0.0025,-0.0294,-0.0292,0.0106,1487.17,1.0752,89.6482,
2025-03-24 14:29:24.000,0.0012,21.5971,10.103,21.8714,246.3678,-0.0005,-0.0294,-0.0292,0.0106,1487.1696,1.2964,89.557,
2025-03-24 14:29:26.000,0.001,21.5974,10.1032,21.872,246.8328,0.0031,-0.0293,-0.029,0.0106,1487.1703,1.0552,89.7265,
2025-03-24 14:29:27.000,0.0013,21.5975,10.1031,21.8725,246.9456,0.0046,-0.0293,-0.0291,0.0106,1487.1706,1.3369,89.7676,
2025-03-24 14:29:29.000,0.0012,21.5981,10.1031,21.8724,247.2049,-0.0005,-0.0294,-0.0291,0.0106,1487.1723,1.2358,89.863,
2025-03-24 14:29:31.000,0.0012,21.5975,10.1028,21.8725,246.6734,-0.0005,-0.0296,-0.0294,0.0106,1487.1706,1.2559,89.6687,
